time,play,quarter,home_team,away_team,name,assister,stage,game_num,win_difference,games_played,win_percentage,home_score,away_score,score_difference
37.0,makes free throw 1 of 2,3rd,BULLS,RAPTORS,Nikola Vucevic,None,PS,None,2,3,25.0,75,76,1
37.0,misses free throw 2 of 2,3rd,BULLS,RAPTORS,Nikola Vucevic,None,PS,None,2,3,25.0,75,76,1
34.1,defensive rebound,3rd,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,75,76,1
28.0,blocks Malachi Flynn 's 4-foot two point shot,3rd,BULLS,RAPTORS,Jevon Carter,None,PS,None,2,3,25.0,75,76,1
4.1,misses 19-foot pullup jump shot,3rd,BULLS,RAPTORS,DeMar DeRozan,None,PS,None,2,3,25.0,75,76,1
1.1,offensive rebound,3rd,BULLS,RAPTORS,Torrey Craig,None,PS,None,2,3,25.0,75,76,1
1.1,makes two point shot,3rd,BULLS,RAPTORS,Torrey Craig,None,PS,None,2,3,25.0,77,76,1
11:38,makes 17-foot pullup jump shot,4th,BULLS,RAPTORS,DeMar DeRozan,None,PS,None,2,3,25.0,79,76,3
11:19,lost ball turnover,4th,BULLS,RAPTORS,Pascal Siakam,None,PS,None,2,3,100.0,79,76,3
11:14,makes driving layup,4th,BULLS,RAPTORS,DeMar DeRozan,Jevon Carter,PS,None,2,3,25.0,81,76,5
10:59,misses layup,4th,BULLS,RAPTORS,Scottie Barnes,None,PS,None,2,3,100.0,81,76,5
10:56,offensive rebound,4th,BULLS,RAPTORS,Scottie Barnes,None,PS,None,2,3,100.0,81,76,5
10:56,makes two point shot,4th,BULLS,RAPTORS,Scottie Barnes,None,PS,None,2,3,100.0,81,78,3
10:43,misses 19-foot pullup jump shot,4th,BULLS,RAPTORS,DeMar DeRozan,None,PS,None,2,3,25.0,81,78,3
10:40,defensive rebound,4th,BULLS,RAPTORS,Gary Trent Jr.,None,PS,None,2,3,100.0,81,78,3
10:34,makes three point jumper,4th,BULLS,RAPTORS,Scottie Barnes,O.G. Anunoby,PS,None,2,3,100.0,81,81,0
10:20,misses 26-foot three point jumper,4th,BULLS,RAPTORS,Jevon Carter,None,PS,None,2,3,25.0,81,81,0
10:18,defensive rebound,4th,BULLS,RAPTORS,Gary Trent Jr.,None,PS,None,2,3,100.0,81,81,0
10:09,makes layup,4th,BULLS,RAPTORS,Pascal Siakam,Dennis Schroder,PS,None,2,3,100.0,81,83,2
9:48,misses 21-foot pullup jump shot,4th,BULLS,RAPTORS,DeMar DeRozan,None,PS,None,2,3,25.0,81,83,2
9:48,loose ball foul,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,81,83,2
9:37,blocks Dennis Schroder 's 3-foot driving layup,4th,BULLS,RAPTORS,Ayo Dosunmu,None,PS,None,2,3,25.0,81,83,2
9:35,defensive rebound,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,81,83,2
9:28,bad pass,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,81,83,2
9:23,misses driving layup,4th,BULLS,RAPTORS,Gary Trent Jr.,None,PS,None,2,3,100.0,81,83,2
9:20,defensive rebound,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,81,83,2
9:18,makes driving layup,4th,BULLS,RAPTORS,DeMar DeRozan,Andre Drummond,PS,None,2,3,25.0,83,83,0
9:13,makes layup,4th,BULLS,RAPTORS,Pascal Siakam,Scottie Barnes,PS,None,2,3,100.0,83,85,2
9:01,personal foul,4th,BULLS,RAPTORS,Pascal Siakam,None,PS,None,2,3,100.0,83,85,2
8:49,3 second turnover,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,83,85,2
8:28,misses 27-foot three point jumper,4th,BULLS,RAPTORS,Gary Trent Jr.,None,PS,None,2,3,100.0,83,85,2
8:24,offensive rebound,4th,BULLS,RAPTORS,Dennis Schroder,None,PS,None,2,3,100.0,83,85,2
8:22,makes 27-foot three point jumper,4th,BULLS,RAPTORS,Pascal Siakam,Dennis Schroder,PS,None,2,3,100.0,83,88,5
8:03,makes 9-foot two point shot,4th,BULLS,RAPTORS,Coby White,None,PS,None,2,3,25.0,85,88,3
7:50,personal foul,4th,BULLS,RAPTORS,Coby White,None,PS,None,2,3,25.0,85,88,3
7:42,misses driving layup,4th,BULLS,RAPTORS,Dennis Schroder,None,PS,None,2,3,100.0,85,88,3
7:40,defensive rebound,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,85,88,3
7:32,traveling,4th,BULLS,RAPTORS,Coby White,None,PS,None,2,3,25.0,85,88,3
7:20,makes three point jumper,4th,BULLS,RAPTORS,Scottie Barnes,Dennis Schroder,PS,None,2,3,100.0,85,91,6
7:03,bad pass,4th,BULLS,RAPTORS,Jevon Carter,None,PS,None,2,3,25.0,85,91,6
6:59,makes dunk,4th,BULLS,RAPTORS,Pascal Siakam,None,PS,None,2,3,100.0,85,93,8
6:47,loose ball foul,4th,BULLS,RAPTORS,O.G. Anunoby,None,PS,None,2,3,,85,93,8
6:33,makes 17-foot pullup jump shot,4th,BULLS,RAPTORS,Patrick Williams,DeMar DeRozan,PS,None,2,3,25.0,87,93,6
6:23,offensive foul,4th,BULLS,RAPTORS,Chris Boucher,None,PS,None,2,3,100.0,87,93,6
6:23,turnover,4th,BULLS,RAPTORS,Chris Boucher,None,PS,None,2,3,100.0,87,93,6
6:11,blocks Patrick Williams's driving layup,4th,BULLS,RAPTORS,Jalen McDaniels,None,PS,None,2,3,100.0,87,93,6
6:11,offensive rebound,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,87,93,6
6:11,makes two point shot,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,89,93,4
6:11,shooting foul,4th,BULLS,RAPTORS,Chris Boucher,None,PS,None,2,3,100.0,89,93,4
6:11,makes free throw 1 of 1,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,90,93,3
5:58,misses 17-foot two point shot,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,90,93,3
5:56,defensive rebound,4th,BULLS,RAPTORS,Dalen Terry,None,PS,None,2,3,25.0,90,93,3
5:48,misses driving layup,4th,BULLS,RAPTORS,Julian Phillips,None,PS,None,2,3,25.0,90,93,3
5:46,defensive rebound,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,90,93,3
5:43,personal foul,4th,BULLS,RAPTORS,Dalen Terry,None,PS,None,2,3,25.0,90,93,3
5:28,lost ball turnover,4th,BULLS,RAPTORS,Jalen McDaniels,None,PS,None,2,3,100.0,90,93,3
5:20,misses layup,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,90,93,3
5:19,defensive rebound,4th,BULLS,RAPTORS,Gradey Dick,None,PS,None,2,3,100.0,90,93,3
5:10,misses 7-foot two point shot,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,90,93,3
5:08,defensive rebound,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,90,93,3
5:04,makes 26-foot three point jumper,4th,BULLS,RAPTORS,Ayo Dosunmu,Andre Drummond,PS,None,2,3,25.0,93,93,0
4:47,blocks Malachi Flynn 's 7-foot two point shot,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,93,93,0
4:44,offensive rebound,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,93,93,0
4:42,misses 26-foot three point jumper,4th,BULLS,RAPTORS,Jalen McDaniels,None,PS,None,2,3,100.0,93,93,0
4:37,offensive rebound,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,93,93,0
4:37,makes two point shot,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,93,95,2
4:21,makes 26-foot three point jumper,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,96,95,1
4:07,lost ball turnover,4th,BULLS,RAPTORS,Gradey Dick,None,PS,None,2,3,100.0,96,95,1
4:03,misses dunk,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,96,95,1
4:01,defensive rebound,4th,BULLS,RAPTORS,Mouhamadou Gueye,None,PS,None,2,3,100.0,96,95,1
4:01,shooting foul,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,96,95,1
4:01,makes free throw 1 of 2,4th,BULLS,RAPTORS,Mouhamadou Gueye,None,PS,None,2,3,100.0,96,96,0
4:01,makes free throw 2 of 2,4th,BULLS,RAPTORS,Mouhamadou Gueye,None,PS,None,2,3,100.0,96,97,1
3:50,blocks Ayo Dosunmu 's 4-foot driving layup,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,96,97,1
3:45,makes 22-foot pullup jump shot,4th,BULLS,RAPTORS,Ayo Dosunmu,Dalen Terry,PS,None,2,3,25.0,98,97,1
3:31,makes 23-foot three point jumper,4th,BULLS,RAPTORS,Gradey Dick,Javon Freeman-Liberty,PS,None,2,3,100.0,98,100,2
3:18,discontinue dribble turnover,4th,BULLS,RAPTORS,Ayo Dosunmu,None,PS,None,2,3,25.0,98,100,2
3:08,out of bounds lost ball turnover,4th,BULLS,RAPTORS,Gradey Dick,None,PS,None,2,3,100.0,98,100,2
2:59,makes two point shot,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,100,100,0
2:45,blocks Gradey Dick 's 12-foot two point shot,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,100,100,0
2:41,offensive rebound,4th,BULLS,RAPTORS,Jalen McDaniels,None,PS,None,2,3,100.0,100,100,0
2:40,misses 4-foot two point shot,4th,BULLS,RAPTORS,Jalen McDaniels,None,PS,None,2,3,100.0,100,100,0
2:37,blocks Gradey Dick 's 5-foot layup,4th,BULLS,RAPTORS,Dalen Terry,None,PS,None,2,3,25.0,100,100,0
2:33,defensive rebound,4th,BULLS,RAPTORS,Julian Phillips,None,PS,None,2,3,25.0,100,100,0
2:29,blocks Dalen Terry 's 2-foot driving layup,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,100,100,0
2:27,defensive rebound,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,100,100,0
2:25,makes dunk,4th,BULLS,RAPTORS,Mouhamadou Gueye,Javon Freeman-Liberty,PS,None,2,3,100.0,100,102,2
2:12,makes layup,4th,BULLS,RAPTORS,Ayo Dosunmu,Patrick Williams,PS,None,2,3,25.0,102,102,0
1:53,misses three point jumper,4th,BULLS,RAPTORS,Jalen McDaniels,None,PS,None,2,3,100.0,102,102,0
1:49,offensive rebound,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,102,102,0
1:49,shooting foul,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,102,102,0
1:49,misses free throw 1 of 2,4th,BULLS,RAPTORS,Mouhamadou Gueye,None,PS,None,2,3,100.0,102,102,0
1:49,makes free throw 2 of 2,4th,BULLS,RAPTORS,Mouhamadou Gueye,None,PS,None,2,3,100.0,102,103,1
1:30,blocks Ayo Dosunmu's driving layup,4th,BULLS,RAPTORS,Mouhamadou Gueye,None,PS,None,2,3,100.0,102,103,1
1:02,misses 30-foot three point jumper,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,102,103,1
58.1,defensive rebound,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,102,103,1
50.1,misses 23-foot three point jumper,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,102,103,1
47.0,offensive rebound,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,102,103,1
37.1,steps out of bounds turnover,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,102,103,1
27.0,misses 22-foot pullup jump shot,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,102,103,1
23.1,defensive rebound,4th,BULLS,RAPTORS,Andre Drummond,None,PS,None,2,3,25.0,102,103,1
11.1,misses driving layup,4th,BULLS,RAPTORS,Patrick Williams,None,PS,None,2,3,25.0,102,103,1
9.1,defensive rebound,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,102,103,1
8.0,personal foul,4th,BULLS,RAPTORS,Ayo Dosunmu,None,PS,None,2,3,25.0,102,103,1
8.0,makes free throw 1 of 2,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,102,104,2
8.0,makes free throw 2 of 2,4th,BULLS,RAPTORS,Malachi Flynn,None,PS,None,2,3,100.0,102,105,3
2.0,misses 26-foot three point pullup jump shot,4th,BULLS,RAPTORS,Ayo Dosunmu,None,PS,None,2,3,25.0,102,105,3
2.0,defensive rebound,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,102,105,3
2.0,personal foul,4th,BULLS,RAPTORS,Dalen Terry,None,PS,None,2,3,25.0,102,105,3
2.0,misses free throw 1 of 2,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,102,105,3
2.0,makes free throw 2 of 2,4th,BULLS,RAPTORS,Javon Freeman-Liberty,None,PS,None,2,3,100.0,102,106,4
0.0,misses 48-foot three point jumper,4th,BULLS,RAPTORS,Ayo Dosunmu,None,PS,None,2,3,25.0,102,106,4
11:44,misses 25-foot three point jumper,1st,KINGS,NUGGETS,De'Aaron Fox,None,RS,None,3,18,61.11,0,0,0
11:23,misses 25-foot three point jumper,1st,KINGS,NUGGETS,Kentavious Caldwell-Pope,None,RS,None,3,18,66.67,0,0,0
11:20,defensive rebound,1st,KINGS,NUGGETS,De'Aaron Fox,None,RS,None,3,18,61.11,0,0,0
11:12,shooting foul,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,0,0,0
11:12,makes free throw 1 of 2,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,1,0,1
11:12,makes free throw 2 of 2,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,2,0,2
10:58,blocks Michael Porter Jr. 's 7-foot driving layup,1st,KINGS,NUGGETS,Kevin Huerter,None,RS,None,3,18,61.11,2,0,2
10:55,defensive rebound,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,2,0,2
10:51,blocks Domantas Sabonis 's 4-foot two point shot,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,2,0,2
10:48,defensive rebound,1st,KINGS,NUGGETS,Aaron Gordon,None,RS,None,3,18,66.67,2,0,2
10:44,makes two point shot,1st,KINGS,NUGGETS,Aaron Gordon,None,RS,None,3,18,66.67,2,2,0
10:32,makes 25-foot three point jumper,1st,KINGS,NUGGETS,Kevin Huerter,De'Aaron Fox,RS,None,3,18,61.11,5,2,3
10:22,personal foul,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,5,2,3
10:15,makes 13-foot two point shot,1st,KINGS,NUGGETS,Reggie Jackson,None,RS,None,3,18,66.67,5,4,1
9:51,makes 8-foot two point shot,1st,KINGS,NUGGETS,De'Aaron Fox,None,RS,None,3,18,61.11,7,4,3
9:38,makes alley oop layup,1st,KINGS,NUGGETS,Reggie Jackson,Nikola Jokic,RS,None,3,18,66.67,7,6,1
9:30,misses driving floating jump shot,1st,KINGS,NUGGETS,Keegan Murray,None,RS,None,3,18,61.11,7,6,1
9:26,defensive rebound,1st,KINGS,NUGGETS,Aaron Gordon,None,RS,None,3,18,66.67,7,6,1
9:09,misses 10-foot two point shot,1st,KINGS,NUGGETS,Kentavious Caldwell-Pope,None,RS,None,3,18,66.67,7,6,1
9:05,defensive rebound,1st,KINGS,NUGGETS,De'Aaron Fox,None,RS,None,3,18,61.11,7,6,1
8:54,misses 25-foot three point jumper,1st,KINGS,NUGGETS,Kevin Huerter,None,RS,None,3,18,61.11,7,6,1
8:51,defensive rebound,1st,KINGS,NUGGETS,Reggie Jackson,None,RS,None,3,18,66.67,7,6,1
8:48,kicked ball violation,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,7,6,1
8:34,makes 5-foot two point shot,1st,KINGS,NUGGETS,Nikola Jokic,Reggie Jackson,RS,None,3,18,66.67,7,8,1
8:34,shooting foul,1st,KINGS,NUGGETS,De'Aaron Fox,None,RS,None,3,18,61.11,7,8,1
8:34,makes free throw 1 of 1,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,7,9,2
8:12,lost ball turnover,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,7,9,2
7:58,misses 25-foot three point jumper,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,7,9,2
7:55,defensive rebound,1st,KINGS,NUGGETS,Kevin Huerter,None,RS,None,3,18,61.11,7,9,2
7:52,makes 1-foot dunk,1st,KINGS,NUGGETS,Domantas Sabonis,Kevin Huerter,RS,None,3,18,61.11,9,9,0
7:31,makes 6-foot two point shot,1st,KINGS,NUGGETS,Nikola Jokic,Reggie Jackson,RS,None,3,18,66.67,9,11,2
7:19,misses 25-foot step back jumpshot,1st,KINGS,NUGGETS,Harrison Barnes,None,RS,None,3,18,61.11,9,11,2
7:15,defensive rebound,1st,KINGS,NUGGETS,Michael Porter Jr.,None,RS,None,3,18,66.67,9,11,2
7:08,makes 9-foot two point shot,1st,KINGS,NUGGETS,Nikola Jokic,Aaron Gordon,RS,None,3,18,66.67,9,13,4
7:02,bad pass,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,9,13,4
7:02,shooting foul,1st,KINGS,NUGGETS,Harrison Barnes,None,RS,None,3,18,61.11,9,13,4
7:02,makes free throw 1 of 2,1st,KINGS,NUGGETS,Kentavious Caldwell-Pope,None,RS,None,3,18,66.67,9,14,5
7:02,misses free throw 2 of 2,1st,KINGS,NUGGETS,Kentavious Caldwell-Pope,None,RS,None,3,18,66.67,9,14,5
6:58,defensive rebound,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,9,14,5
6:47,misses 14-foot jumper,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,9,14,5
6:43,defensive rebound,1st,KINGS,NUGGETS,Michael Porter Jr.,None,RS,None,3,18,66.67,9,14,5
6:28,misses 16-foot jumper,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,9,14,5
6:24,defensive rebound,1st,KINGS,NUGGETS,Keegan Murray,None,RS,None,3,18,61.11,9,14,5
6:18,makes 25-foot three pointer,1st,KINGS,NUGGETS,Kevin Huerter,Domantas Sabonis,RS,None,3,18,61.11,12,14,2
5:51,bad pass,1st,KINGS,NUGGETS,Kentavious Caldwell-Pope,None,RS,None,3,18,66.67,12,14,2
5:46,misses two point shot,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,12,14,2
5:45,offensive rebound,1st,KINGS,NUGGETS,Harrison Barnes,None,RS,None,3,18,61.11,12,14,2
5:45,makes tip shot,1st,KINGS,NUGGETS,Harrison Barnes,None,RS,None,3,18,61.11,14,14,0
5:32,misses 23-foot three point jumper,1st,KINGS,NUGGETS,Aaron Gordon,None,RS,None,3,18,66.67,14,14,0
5:30,defensive rebound,1st,KINGS,NUGGETS,Keegan Murray,None,RS,None,3,18,61.11,14,14,0
5:22,misses driving layup,1st,KINGS,NUGGETS,Keegan Murray,None,RS,None,3,18,61.11,14,14,0
5:18,defensive rebound,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,14,14,0
5:15,misses running pullup jump shot,1st,KINGS,NUGGETS,Michael Porter Jr.,None,RS,None,3,18,66.67,14,14,0
5:12,defensive rebound,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,14,14,0
5:05,misses driving floating jump shot,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,14,14,0
5:03,defensive rebound,1st,KINGS,NUGGETS,Michael Porter Jr.,None,RS,None,3,18,66.67,14,14,0
4:55,makes 4-foot layup,1st,KINGS,NUGGETS,Michael Porter Jr.,Aaron Gordon,RS,None,3,18,66.67,14,16,2
4:41,makes two point shot,1st,KINGS,NUGGETS,Harrison Barnes,Domantas Sabonis,RS,None,3,18,61.11,16,16,0
4:24,misses driving floating jump shot,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,16,16,0
4:22,offensive rebound,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,16,16,0
4:21,misses two point shot,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,16,16,0
4:17,defensive rebound,1st,KINGS,NUGGETS,Domantas Sabonis,None,RS,None,3,18,61.11,16,16,0
4:13,blocks Harrison Barnes 's 5-foot layup,1st,KINGS,NUGGETS,Aaron Gordon,None,RS,None,3,18,66.67,16,16,0
3:54,makes 9-foot two point shot,1st,KINGS,NUGGETS,Nikola Jokic,Kentavious Caldwell-Pope,RS,None,3,18,66.67,16,18,2
3:42,double dribble turnover,1st,KINGS,NUGGETS,Kevin Huerter,None,RS,None,3,18,61.11,16,18,2
3:24,misses 27-foot three point jumper,1st,KINGS,NUGGETS,Julian Strawther,None,RS,None,3,18,66.67,16,18,2
3:21,defensive rebound,1st,KINGS,NUGGETS,Kevin Huerter,None,RS,None,3,18,61.11,16,18,2
3:17,misses 23-foot three point shot,1st,KINGS,NUGGETS,Malik Monk,None,RS,None,3,18,61.11,16,18,2
3:04,makes 11-foot driving floating jump shot,1st,KINGS,NUGGETS,Nikola Jokic,Peyton Watson,RS,None,3,18,66.67,16,20,4
3:04,shooting foul,1st,KINGS,NUGGETS,Keon Ellis,None,RS,None,3,18,61.11,16,18,2
3:04,makes free throw 1 of 1,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,16,19,3
2:56,makes 24-foot three point jumper,1st,KINGS,NUGGETS,Domantas Sabonis,Keon Ellis,RS,None,3,18,61.11,19,21,2
2:33,makes 8-foot two point shot,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,19,23,4
2:21,blocks Domantas Sabonis 's 3-foot layup,1st,KINGS,NUGGETS,Peyton Watson,None,RS,None,3,18,66.67,19,23,4
2:21,defensive rebound,1st,KINGS,NUGGETS,Nikola Jokic,None,RS,None,3,18,66.67,19,23,4
2:08,makes 8-foot two point shot,1st,KINGS,NUGGETS,Nikola Jokic,Christian Braun,RS,None,3,18,66.67,19,25,6
1:53,bad pass,1st,KINGS,NUGGETS,Malik Monk,None,RS,None,3,18,61.11,19,25,6
1:50,shooting foul,1st,KINGS,NUGGETS,Trey Lyles,None,RS,None,3,18,61.11,19,25,6
1:50,makes free throw 1 of 2,1st,KINGS,NUGGETS,Peyton Watson,None,RS,None,3,18,66.67,19,26,7
1:50,makes free throw 2 of 2,1st,KINGS,NUGGETS,Peyton Watson,None,RS,None,3,18,66.67,19,27,8
1:35,misses driving layup,1st,KINGS,NUGGETS,De'Aaron Fox,None,RS,None,3,18,61.11,19,27,8
1:33,defensive rebound,1st,KINGS,NUGGETS,Justin Holiday,None,RS,None,3,18,66.67,19,27,8
1:30,misses two point shot,1st,KINGS,NUGGETS,Christian Braun,None,RS,None,3,18,66.67,19,27,8
1:29,offensive rebound,1st,KINGS,NUGGETS,DeAndre Jordan,None,RS,None,3,18,66.67,19,27,8
1:29,misses 2-foot tip shot,1st,KINGS,NUGGETS,DeAndre Jordan,None,RS,None,3,18,66.67,19,27,8
1:28,defensive rebound,1st,KINGS,NUGGETS,Sasha Vezenkov,None,RS,None,3,18,61.11,19,27,8
1:24,makes 24-foot three point shot,1st,KINGS,NUGGETS,Malik Monk,De'Aaron Fox,RS,None,3,18,61.11,22,27,5
1:09,misses 18-foot pullup jump shot,1st,KINGS,NUGGETS,Christian Braun,None,RS,None,3,18,66.67,22,27,5
1:08,loose ball foul,1st,KINGS,NUGGETS,JaVale McGee,None,RS,None,3,18,61.11,22,27,5
1:08,misses free throw 1 of 2,1st,KINGS,NUGGETS,Julian Strawther,None,RS,None,3,18,66.67,22,27,5
1:08,makes free throw 2 of 2,1st,KINGS,NUGGETS,Julian Strawther,None,RS,None,3,18,66.67,22,28,6
59.0,makes 24-foot three point jumper,1st,KINGS,NUGGETS,Malik Monk,De'Aaron Fox,RS,None,3,18,61.11,25,28,3
44.0,makes driving layup,1st,KINGS,NUGGETS,Christian Braun,None,RS,None,3,18,66.67,25,30,5
44.0,defensive goaltending violation,1st,KINGS,NUGGETS,JaVale McGee,None,RS,None,3,18,61.11,25,30,5
37.0,misses 26-foot three point pullup jump shot,1st,KINGS,NUGGETS,Malik Monk,None,RS,None,3,18,61.11,25,30,5
27.0,misses two point shot,1st,KINGS,NUGGETS,Justin Holiday,None,RS,None,3,18,66.67,25,30,5
6.1,blocks De'Aaron Fox 's 5-foot driving layup,1st,KINGS,NUGGETS,Peyton Watson,None,RS,None,3,18,66.67,25,30,5
1.2,defensive rebound,1st,KINGS,NUGGETS,Christian Braun,None,RS,None,3,18,66.67,25,30,5
1.0,misses driving layup,1st,KINGS,NUGGETS,Christian Braun,None,RS,None,3,18,66.67,25,30,5
0.0,defensive rebound,1st,KINGS,NUGGETS,JaVale McGee,None,RS,None,3,18,61.11,25,30,5
11:35,blocks DeAndre Jordan 's 5-foot two point shot,2nd,KINGS,NUGGETS,JaVale McGee,None,RS,None,3,18,61.11,25,30,5
11:35,turnover,2nd,KINGS,NUGGETS,shot clock,None,RS,None,3,18,,25,30,5
11:27,makes 1-foot layup,2nd,KINGS,NUGGETS,Trey Lyles,De'Aaron Fox,RS,None,3,18,61.11,27,30,3
11:06,makes 17-foot pullup jump shot,2nd,KINGS,NUGGETS,Reggie Jackson,None,RS,None,3,18,66.67,27,32,5
10:55,makes 10-foot two point shot,2nd,KINGS,NUGGETS,Trey Lyles,De'Aaron Fox,RS,None,3,18,61.11,29,32,3
10:30,misses 19-foot step back jumpshot,2nd,KINGS,NUGGETS,Reggie Jackson,None,RS,None,3,18,66.67,29,32,3
10:27,defensive rebound,2nd,KINGS,NUGGETS,Trey Lyles,None,RS,None,3,18,61.11,29,32,3
10:25,personal foul,2nd,KINGS,NUGGETS,Justin Holiday,None,RS,None,3,18,66.67,29,32,3
10:18,makes 25-foot step back jumpshot,2nd,KINGS,NUGGETS,Sasha Vezenkov,Trey Lyles,RS,None,3,18,61.11,32,32,0
10:02,blocks Reggie Jackson 's 4-foot two point shot,2nd,KINGS,NUGGETS,JaVale McGee,None,RS,None,3,18,61.11,32,32,0
9:59,defensive rebound,2nd,KINGS,NUGGETS,JaVale McGee,None,RS,None,3,18,61.11,32,32,0
9:52,shooting foul,2nd,KINGS,NUGGETS,Justin Holiday,None,RS,None,3,18,66.67,32,32,0
9:52,misses free throw 1 of 3,2nd,KINGS,NUGGETS,Sasha Vezenkov,None,RS,None,3,18,61.11,32,32,0
9:52,misses free throw 2 of 3,2nd,KINGS,NUGGETS,Sasha Vezenkov,None,RS,None,3,18,61.11,32,32,0
9:52,makes free throw 3 of 3,2nd,KINGS,NUGGETS,Sasha Vezenkov,None,RS,None,3,18,61.11,33,32,1
9:38,misses alley oop dunk shot,2nd,KINGS,NUGGETS,DeAndre Jordan,None,RS,None,3,18,66.67,33,32,1
9:36,defensive rebound,2nd,KINGS,NUGGETS,De'Aaron Fox,None,RS,None,3,18,61.11,33,32,1
9:34,makes two point shot,2nd,KINGS,NUGGETS,Malik Monk,De'Aaron Fox,RS,None,3,18,61.11,35,32,3
